RouteName,StationIDs,HoursOfUse,isWeekend
Servicio Social Andrea,4 3 2 116 117 53 118 35 70 119 120 121 122 20 123 124 125 126 127 128,6 6 6 6 6 6,0 0 0 0 0 0
