RouteName,StationIDs,HoursOfUse,isWeekend
Universidad Kyrbyng,114 113 112 111 110 109 108 107 106 71 70 69 13 68 67 66 77 78 47 79 80 81,4 4 4 4 4,0 0 0 0 0
