ID,Nombre,Lineas,Latitud,Longitud
63,Martin Carrera,4-6,19.4850425,-99.1043629806601
64,Talisman,4,19.47428,-99.108009
65,Bondojito,4,19.46461,-99.111958 
66,Consulado,4-5,19.457893,-99.113932
67,Canal del Norte,4,19.449112,-99.116507
68,Morelos,4-B,19.438974,-99.119003
13,Candelaria,1-4,19.4291993,-99.1219226
69,Fray Servando,4,19.421633,-99.120541
70,Jamaica,4-9,19.409004,-99.122171
71,Santa Anita,4-8,19.40273,-99.121699
