ID,Nombre,Lineas,Latitud,Longitud
82,El Rosario,6-7,19.5046643,-99.2026723
83,Tezozomoc,6,19.495116,-99.196286
84,Uam Azcapotzalco,6,19.490989,-99.186416
85,Ferreria,6,19.490746,-99.173841
86,Norte 45,6,19.488683,-99.162769
87,Vallejo,6,19.48977,-99.15612
80,Instituto del Petroleo,5-6,19.489573,-99.14526
88,Lindavista,6,19.4925823,-99.1292587 
45,Deportivo 18 de Marzo,3-6,19.4851219,-99.1280674
89,La Villa,6,19.481522,-99.117923
63,Martin Carrera,4-6,19.4850425,-99.1043629806601
